item_name,main_category,sub_category,unit_buying_price,unit_selling_price,unit_price_margin,quantity,revenue,profit
Virgin Olive Oil 1Lt,Pantry Staples,Oil,11.0,12.989999999999998,1.99,9.0,116.90999999999998,17.91
Virgin Olive Oil 4Lt,Pantry Staples,Oil,34.5,39.98999999999993,5.4900000000000055,94.0,3759.0599999999945,516.0600000000004
Virgin Olive Oil 500G,Pantry Staples,Oil,5.0,6.49,1.49,2.0,12.98,2.98
Virgin Olive Oil 500Ml,Pantry Staples,Oil,7.079999999999999,8.99,1.91,8.0,71.92,15.28
Vss Virgin Coconut Oil 500G,Pantry Staples,Oil,6.400000000000001,7.489999999999998,1.09,18.0,134.81999999999996,19.62
Walnut Kernels Lhp 500G,Snacks,Dry Fruits And Nuts,6.299999999999993,9.990000000000007,3.689999999999998,114.0,1138.8600000000008,420.6599999999998
Walnuts In Shell,Snacks,Dry Fruits And Nuts,10.0,11.989999999999847,1.9900000000000075,273.1379999999997,3274.9246200000002,543.5446200000002
Walnuts Natural 350G,Snacks,Dry Fruits And Nuts,6.5,7.727272727000009,1.2272727269999992,57.0,440.45454543900047,69.95454543899996
Wash Potatoes 5Kg,Fresh Produce,Potatoes,0.0,6.0,6.0,1148.0,6888.0,6888.0
Washed Potatoes 2.5Kg,Fresh Produce,Potatoes,2.5,5.0,2.5,23.0,115.0,57.5
Watercress,Fresh Produce,Bunch Vegies,0.0,2.990000000000001,2.990000000000001,17.0,50.83000000000002,50.83000000000002
Watermelon Seeded,Fresh Produce,Melons,0.0,1.809090909,1.809090909,2.0,3.618181818,3.618181818
Watermelon Seedless,Fresh Produce,Melons,1.0,1.4899999999998201,0.48999999999989785,20791.035999999964,30978.64364000002,10187.607639999975
Welpenela Porridge 50G,Pantry Staples,Dry,1.0999999999999999,1.5999999999999999,0.5,8.0,12.799999999999999,4.0
White Basmathi 1Kg Cic,Pantry Staples,Rice,3.1999999999999997,4.39,1.1899999999999997,7.0,30.73,8.329999999999998
White Raw Rice 1Kg Cic,Pantry Staples,Rice,2.3500000000000005,3.5900000000000007,1.24,11.0,39.49000000000001,13.64
White Raw Rice 5Kg Derana,Pantry Staples,Rice,9.95,12.990000000000002,3.0399999999999996,16.0,207.84000000000003,48.63999999999999
White Sugar 1Kg,Pantry Staples,Baking,1.6000000000000003,2.2899999999999996,0.6899999999999997,15.0,34.349999999999994,10.349999999999996
White Vinegar 500Ml,Pantry Staples,Vinegar,3.0,3.990000000000001,0.99,10.0,39.90000000000001,9.9
Whole Chilli 100G,Pantry Staples,Spices,1.4000000000000028,2.5,1.0999999999999976,119.0,297.5,130.8999999999997
Whole Chilli500G,Pantry Staples,Spices,5.25,7.990000000000001,2.74,9.0,71.91000000000001,24.660000000000004
Wholemeal Flour 1Kg,Pantry Staples,Flour,1.6000000000000008,2.689999999999999,1.09,34.0,91.45999999999997,37.06000000000001
Wholemeal Rusk 230G,Breads & Bakery,Toast,2.0,2.990000000000007,0.9900000000000022,223.0,666.7700000000016,220.7700000000005
Whte Rice Flour1Kg,Pantry Staples,Flour,0.0,2.9900000000000007,2.9900000000000007,13.0,38.870000000000005,38.870000000000005
Wijaya Chilli Pieces 250G,Pantry Staples,Spices,2.1999999999999957,3.5,1.2999999999999996,111.0,388.5,144.29999999999995
Wijaya Chilli Pieces 500G,Pantry Staples,Spices,4.199999999999995,6.5,2.2999999999999994,62.0,403.0,142.59999999999997
Wijaya Chilli Powder 500G,Pantry Staples,Spices,4.199999999999996,6.5,2.2999999999999985,57.0,370.5,131.0999999999999
Wijaya Chilli Powder250G,Pantry Staples,Spices,2.1999999999999944,3.5,1.3000000000000018,136.0,476.0,176.80000000000024
Wijaya Chinese Noodles,Snacks,Noodles,0.0,2.99,2.99,9.0,26.910000000000004,26.910000000000004
Wijaya Curry Powder 250G,Pantry Staples,Spices,2.599999999999997,3.5,0.899999999999999,65.0,227.5,58.499999999999936
Wijaya Curry Powder 500G,Pantry Staples,Spices,4.5,6.5,2.0,31.0,201.5,62.0
Wijaya Fish Curry Powder 70G,Fresh Produce,Pumpkins,1.1,1.9899999999999998,0.8900000000000002,20.0,39.8,17.800000000000004
Wijaya Kurakkan Flour 400G,Pantry Staples,Flour,1.8999999999999995,2.990000000000001,1.09,19.0,56.810000000000024,20.71
Wijaya Meat Curry Powder Mixture,Pantry Staples,Spices,3.9000000000000035,5.990000000000005,2.0900000000000025,55.0,329.4500000000002,114.95000000000012
Wijaya Pppadam,Pantry Staples,Papad,1.799999999999998,2.5,0.7000000000000003,59.0,147.5,41.30000000000002
Wijaya Roasted Curry Powder 250G,Pantry Staples,Spices,2.800000000000002,3.9900000000000038,1.1899999999999988,65.0,259.35000000000025,77.34999999999992
Wijaya Special Noodles,Snacks,Noodles,1.7000000000000017,2.990000000000002,1.290000000000001,69.0,206.31000000000014,89.01000000000008
Wijaya Tumaric Powder 250G,Pantry Staples,Spices,2.699999999999997,3.5,0.7999999999999988,76.0,266.0,60.79999999999991
Winter Melon,Fresh Produce,Asian Vegies,0.0,2.99,2.99,5.782,17.288180000000004,17.288180000000004
Wombok Half,Fresh Produce,Cut Veggies,2.0,2.5,0.5,586.0,1465.0,293.0
Ya Pears,Fresh Produce,Pears,0.0,3.9900000000000015,3.9900000000000015,10.2,40.69800000000001,40.69800000000001
Yahaposha 200G,Snacks,Packaged Snacks,1.0,1.99,0.9899999999999998,41.0,81.58999999999999,40.59
Yam,Fresh Produce,Potatoes,0.0,10.0,10.0,10.356,103.56,103.56
Yellow Mustard Seeds 100G,Pantry Staples,Spices,0.0,2.99,2.99,3.0,8.97,8.97
Yellow Split Peas 500G,Pantry Staples,Grains And Pulses,1.4000000000000006,1.989999999999998,0.5900000000000001,60.0,119.3999999999999,35.40000000000001
Zafarelli,Fresh Produce,Bunch Vegies,1.0,1.5,0.5,12.0,18.0,6.0
Zucchini Green,Fresh Produce,Other Vegies,0.0,3.5,3.5,2406.732999999995,8423.565500000002,8423.565500000002
Zucchini Lebanese,Fresh Produce,Other Vegies,0.0,3.49,3.49,1.7080000000000002,5.96092,5.96092
