item_name,main_category,sub_category,unit_buying_price,unit_selling_price,unit_price_margin,quantity,revenue,profit
1Kg Olive Pack,Fresh Produce,Other Vegies,6.99,10.0,3.0099999999999993,9.088000000000001,90.88,27.354879999999994
1Lt Coconut Oil,Pantry Staples,Oil,0.2800000000000001,14.0,13.720000000000011,80.0,1120.0,1097.6000000000004
1Lt Coconut Oil Ver,Pantry Staples,Oil,0.0,14.0,14.0,10.0,140.0,140.0
2Kg Marsh Grapefruit,Fresh Produce,Citrus Fruits,3.0,5.0,2.0,141.0,705.0,282.0
2Kg Royal Gala Apple,Fresh Produce,Apples,0.0,4.5,4.5,60.0,270.0,270.0
3Kg Marsh Grapefruit,Fresh Produce,Citrus Fruits,3.0,4.99,1.9900000000000007,31.0,154.69,61.69000000000002
3Kg Valencia Oranges,Fresh Produce,Citrus Fruits,2.0,4.5,2.5,1035.0,4657.5,2587.5
Adelaide Tomatoes,Fresh Produce,Tomatoes,0.0,7.990000000000001,7.990000000000001,3.0300000000000002,24.2097,24.2097
Adzuki Beans 500G,Pantry Staples,Grains And Pulses,2.0,2.6899999999999986,0.6899999999999996,68.0,182.9199999999999,46.91999999999998
Afourer Mandarin,Fresh Produce,Citrus Fruits,1.0,2.5,1.5,343.3180000000003,858.2950000000004,514.9770000000001
Al Nakhil Tahina 454G,Pantry Staples,Grains And Pulses,4.0,4.990000000000003,0.9900000000000001,45.0,224.55000000000013,44.550000000000004
Alfa Alfa,Fresh Produce,Other Vegies,0.0,2.4000000000000012,2.4000000000000012,120.0,288.0000000000001,288.0000000000001
Almond Bread,Breads & Bakery,Sweet Bread,4.29,5.090909091,0.8009090909999999,17.0,86.545454547,13.615454546999999
Almond Cresent 250G,Snacks,Dry Fruits And Nuts,3.5,4.53636363599999,1.0363636360000013,118.0,535.290909047999,122.29090904800013
Almonds Natural 500G,Snacks,Dry Fruits And Nuts,7.75,9.990000000000007,2.2400000000000047,148.0,1478.5200000000011,331.5200000000007
Almonds Roasted 375G,Snacks,Dry Fruits And Nuts,8.0,9.081818182000005,1.081818182000001,77.0,699.3000000140004,83.30000001400008
Amami Papadam,Pantry Staples,Grains And Pulses,1.1499999999999992,1.9900000000000007,0.84,34.0,67.66000000000001,28.56
Ambarella,Fresh Produce,Asian Vegies,4.0,4.989999999999998,0.9899999999999995,11.924,59.50076,11.804759999999998
Ambarella Chutney Dera,Pantry Staples,Pickle,3.399999999999999,4.990000000000001,1.59,13.0,64.87000000000002,20.67
Amber Jewl Plum,Fresh Produce,Stonefruits,0.0,1.9899999999999984,1.9899999999999984,30.406000000000002,60.50794,60.50794
Amberella Curry,Pantry Staples,Sauce,3.9500000000000015,5.489999999999998,1.5399999999999994,29.0,159.21000000000004,44.65999999999999
Ambulthiyal Mix La,Snacks,Packaged Snacks,3.1,3.99,0.89,3.0,11.97,2.67
Annapura Atta 1Kg,Fresh Produce,Root Vegies,2.5,3.990000000000001,1.49,8.0,31.92000000000001,11.92
Apple Granny Smith 1Kg Bag,Fresh Produce,Apples,3.0,2.69,-0.31,4.0,10.76,-1.24
Apple Granny Smith 2Kg Bags,Fresh Produce,Apples,3.0,4.5,1.5,169.0,760.5,253.5
Apple Jazz,Fresh Produce,Apples,2.0,5.989999999999935,3.990000000000008,415.81800000000027,2490.749820000003,1659.1138199999994
Apple Jonathan,Fresh Produce,Apples,2.0,3.0,1.0,155.7840000000001,467.35199999999975,155.7840000000001
Apple Pink Lady 1Kg Punnet,Fresh Produce,Apples,3.5,3.9900000000000015,0.49000000000000016,14.0,55.86000000000002,6.860000000000002
Apple Pink Lady 2Kg,Fresh Produce,Apples,3.0,5.0,2.0,559.0,2795.0,1118.0
Apple Rings 500G,Snacks,Dry Fruits And Nuts,5.25,7.0,1.75,8.0,56.0,14.0
Apples Fuji,Fresh Produce,Apples,0.0,3.9899999999998355,3.9899999999998355,2030.7699999999975,8102.772299999986,8102.772299999986
Apples Golden Delicious,Fresh Produce,Apples,0.0,3.9899999999999496,3.9899999999999496,488.2620000000002,1948.1653799999985,1948.1653799999985
Apples Granny Smith,Fresh Produce,Apples,0.0,3.0,3.0,2447.337999999997,7342.014,7342.014
Apples Pink Lady,Fresh Produce,Apples,0.0,2.989999999999815,2.989999999999815,4273.473999999995,12777.68726000001,12777.68726000001
Apples Red Delicious,Fresh Produce,Apples,0.0,3.0,3.0,789.3640000000009,2368.092000000001,2368.092000000001
Apples Royal Gala,Fresh Produce,Apples,0.0,3.0,3.0,2476.8790000000035,7430.63699999998,7430.63699999998
Apricot Dried 500G,Snacks,Dry Fruits And Nuts,5.5,6.990000000000006,1.4899999999999989,98.0,685.0200000000007,146.01999999999995
Apricots,Fresh Produce,Stonefruits,0.0,3.9899999999998594,3.9899999999998594,782.5389999999999,3122.330610000004,3122.330610000004
Artichoke,Fresh Produce,Other Vegies,1.5,1.8000000000000074,0.2999999999999986,648.0,1166.3999999999999,194.39999999999958
Artichoke 2 For 3,Fresh Produce,Deals,3.5999999999999996,3.0,-0.5999999999999999,30.0,90.0,-18.0
Artichoke Purple,Fresh Produce,Other Vegies,2.0,2.0,0.0,306.0,612.0,0.0
Asparagus 2 For $3,Fresh Produce,Deals,1.0,3.0,2.0,85.0,255.0,170.0
Asparagus Loose,Fresh Produce,Other Vegies,0.0,3.99,3.99,4.246,16.941540000000003,16.941540000000003
Atta 1Kg Pattu,Pantry Staples,Flour,1.75,2.990000000000001,1.2399999999999998,16.0,47.84000000000002,19.839999999999996
Atta 5Kg Dia,Pantry Staples,Flour,5.950000000000001,7.99,2.0399999999999996,10.0,79.9,20.399999999999995
Atta Chakki Fresh,Pantry Staples,Flour,1.85,2.5,0.6500000000000001,11.0,27.5,7.15
Attiki Honey 500G,Pantry Staples,Condiments,12.0,15.0,3.0,24.0,360.0,72.0
Aussie Cucumber,Fresh Produce,Cucumbers,0.0,3.9900000000000047,3.9900000000000047,38.331999999999994,152.94468000000003,152.94468000000003
Australian Asparagus Green,Fresh Produce,Bunch Vegies,2.0,2.7000000000000104,0.6999999999999992,1033.3220000000001,2789.9694000000077,723.3253999999991
Autum Giant Plum,Fresh Produce,Stonefruits,0.0,2.799999999999999,2.799999999999999,13.920000000000003,38.976,38.976
Avana Manadarin,Fresh Produce,Citrus Fruits,0.0,2.5,2.5,91.23000000000002,228.07500000000002,228.07500000000002
Avocado 2 For $,Fresh Produce,Deals,1.25,2.0,0.75,364.0,728.0,273.0
Avocado Hass Large,Fresh Produce,Avocadoes,1.5,2.5,1.0,2249.0,5622.5,2249.0
Avocado Hass Medium,Fresh Produce,Avocadoes,3.0,1.990000000000008,-1.0099999999999927,1105.0,2198.9500000000057,-1116.0499999999918
Avocado Shepard,Fresh Produce,Avocadoes,0.0,2.0,2.0,989.0,1978.0,1978.0
Avocado Small Hass,Fresh Produce,Avocadoes,0.5,2.5,2.0,659.3879999999999,1648.4700000000003,1318.7759999999998
Baby Beetroot 250G,Fresh Produce,Root Vegies,0.0,2.9900000000000078,2.9900000000000078,392.0,1172.080000000003,1172.080000000003
Baby Corn,Fresh Produce,Other Vegies,0.0,2.9900000000000064,2.9900000000000064,233.0,696.6700000000014,696.6700000000014
Baby Cos 2Pac,Fresh Produce,Lettuces,2.0,2.900000000000056,0.8999999999999844,1254.384,3637.713600000055,1128.945599999995
Baking Powder 50G,Pantry Staples,Baking,1.2,1.99,0.79,2.0,3.98,1.58
Balsamic Vinegar 500Ml,Pantry Staples,Vinegar,3.0,3.990000000000001,0.9900000000000001,7.0,27.930000000000007,6.930000000000001
Banana Cavendish,Fresh Produce,Bananas,2.0,1.9899999999997808,-0.009999999999996742,24348.693000000116,48453.89906999981,-243.48693000000011
Banana Chips280G,Snacks,Packaged Snacks,2.3500000000000005,4.989999999999999,2.64,21.0,104.78999999999999,55.440000000000005
Banana Monkey,Fresh Produce,Bananas,0.0,7.9900000000000055,7.9900000000000055,18.562000000000005,148.31038,148.31038
Bananas Ladyfinger,Fresh Produce,Bananas,4.5,4.800000000000007,0.30000000000000043,43.75,210.0,13.125
Barley Rusk,Breads & Bakery,Toast,5.5,7.0,1.5,63.0,441.0,94.5
Barley Rusk Samaria,Breads & Bakery,Toast,5.0,7.0,2.0,31.0,217.0,62.0
Barlotti Beans 500G,Pantry Staples,Grains And Pulses,2.1999999999999957,3.5,1.299999999999999,137.0,479.5,178.10000000000016
Basil Italian,Fresh Produce,Herbs,0.0,4.0,4.0,437.0,1748.0,1748.0
Basil Seed 100G(Casa Casa),Pantry Staples,Spices,3.0,3.9900000000000015,0.9900000000000001,16.0,63.840000000000025,15.840000000000002
Basil Seed Lychi 290Ml,Beverages,Mix,0.9000000000000001,1.6899999999999997,0.79,9.0,15.209999999999997,7.11
Basil Seed Mango Juice290Ml,Beverages,Mix,0.9000000000000002,1.69,0.7900000000000001,12.0,20.28,9.48
Basil Seed Mango Sharbath 290Ml,Beverages,Mix,1.0,1.8181818179999996,0.8181818179999995,88.0,159.99999998399997,71.99999998399996
Basil Seed Rose Sharbath,Beverages,Mix,1.0,1.8181818180000013,0.8181818179999995,213.0,387.27272723400125,174.2727272339999
Basil Seed With Pomegranate 290Ml,Beverages,Mix,1.0,1.6272727269999994,0.6272727269999991,128.0,208.29090905599995,80.29090905599998
Basil Thai,Fresh Produce,Herbs,0.0,3.0,3.0,75.0,225.0,225.0
Basmathi 1Kg Monsoon,Pantry Staples,Rice,1.75,2.990000000000001,1.2399999999999995,19.0,56.810000000000024,23.55999999999999
Basmathi Rice Golden Sella 1Kg,Pantry Staples,Rice,2.899999999999999,3.9900000000000015,1.09,18.0,71.82000000000001,19.62
Bbq Fride Rice Cracker,Snacks,Packaged Snacks,2.8000000000000016,4.536363636000001,1.7363636359999972,61.0,276.71818179600007,105.91818179599983
Bean Sprouts,Fresh Produce,Asian Vegies,1.25,2.0,0.75,611.0,1222.0,458.25
Beans Broad,Fresh Produce,Other Vegies,0.0,5.990000000000006,5.990000000000006,71.81799999999996,430.1898200000001,430.1898200000001
Beans Green,Fresh Produce,Other Vegies,0.0,4.990000000000143,4.990000000000143,1422.583000000001,7098.689169999993,7098.689169999993
Beans Snake,Fresh Produce,Veggies,4.0,8.989999999999899,4.989999999999993,172.86999999999998,1554.1012999999998,862.6212999999999
Beetroot,Fresh Produce,Root Vegies,0.0,2.989999999999885,2.989999999999885,843.9919999999995,2523.536079999998,2523.536079999998
Beetroot Bunch,Fresh Produce,Bunch Vegies,0.0,3.9899999999999567,3.9899999999999567,675.0,2693.249999999972,2693.249999999972
Beetroot Golden Delicious,Fresh Produce,Bunch Vegies,0.0,4.99,4.99,5.0,24.950000000000003,24.950000000000003
Berries Blackberry,Fresh Produce,Berries,0.0,5.0,5.0,34.0,170.0,170.0
Berries Blueberry,Fresh Produce,Berries,0.0,3.5,3.5,612.0,2142.0,2142.0
Berries Raspberry,Fresh Produce,Berries,0.0,3.5,3.5,62.0,217.0,217.0
Berries Strawberry (Large),Fresh Produce,Berries,3.3299999999999486,3.8000000000000944,0.47000000000001557,1675.0,6365.000000000102,787.2500000000193
Berries Strawberry (Medium),Fresh Produce,Berries,0.0,2.5,2.5,3444.0,8610.0,8610.0
Biriyani Mix 50G,Pantry Staples,Spices,0.0,2.5,2.5,5.0,12.5,12.5
Biryani Masala 200G,Pantry Staples,Spices,0.0,3.0,3.0,11.0,33.0,33.0
Biscota Cocoa,Snacks,Biscuits,3.0,3.9900000000000007,0.9899999999999999,42.0,167.58000000000004,41.58
Bite Mixture Serandib 200G,Snacks,Packaged Snacks,2.25,2.990000000000001,0.7400000000000001,17.0,50.83000000000002,12.580000000000002
Bitter Melon,Fresh Produce,Asian Vegies,5.0,4.5,-0.5,475.5109999999997,2139.799499999999,-237.75549999999984
Black Beans 500G,Pantry Staples,Pulses And Grains,1.7999999999999983,2.4899999999999984,0.6900000000000004,53.0,131.96999999999994,36.570000000000014
Black Currents,Fresh Produce,Grapes,0.0,4.989999999999998,4.989999999999998,7.114,35.49886,35.49886
Black Pepper 150G Dera,Pantry Staples,Spices,4.299999999999999,5.5,1.1999999999999997,14.0,77.0,16.799999999999997
Black Pepper 200G Kandyan,Pantry Staples,Spices,3.5,4.99,1.49,3.0,14.97,4.47
Black Pepper Crushed100G,Pantry Staples,Spices,2.3000000000000003,3.9900000000000015,1.6900000000000002,13.0,51.87000000000001,21.970000000000002
Black Pepper Powder100G Pattu,Fresh Produce,Deals,1.6999999999999995,2.990000000000001,1.2899999999999996,19.0,56.81000000000002,24.509999999999998
Black Pepper Whole100G,Pantry Staples,Spices,1.1,2.7181818179999997,1.618181818,18.0,48.927272724,29.127272724
Black Plum,Fresh Produce,Stonefruits,0.0,2.9899999999999447,2.9899999999999447,562.3540000000002,1681.4384599999973,1681.4384599999973
Black Sesame Seeds 500G,Pantry Staples,Spices,4.0,5.29,1.2900000000000003,7.0,37.03,9.030000000000001
Black Spanish Queen Olives,Fresh Produce,Veggies,4.0,5.290000000000001,1.2899999999999996,16.124,85.29596000000001,20.79996
Black Tea 100,Beverages,Tea,4.8,5.99,1.19,4.0,23.96,4.76
Blackeye Beans 500G,Pantry Staples,Spices,2.199999999999995,3.9900000000000064,1.7899999999999978,136.0,542.6400000000008,243.4399999999997
Blood Plums,Fresh Produce,Stonefruits,0.0,4.990000000000007,4.990000000000007,146.55400000000006,731.3044600000004,731.3044600000004
Bok Choy,Fresh Produce,Asian Vegies,0.0,0.9899999999999999,0.9899999999999999,3.0,2.9699999999999998,2.9699999999999998
Bombay Mix 300G,Snacks,Packaged Snacks,1.5,3.9900000000000015,2.490000000000001,17.0,67.83000000000001,42.33000000000001
Borlotti Beans,Fresh Produce,Veggies,2.3500000000000005,7.989999999999999,5.64,10.938,87.39462,61.690319999999986
Borlotti Beans 400G,Pantry Staples,Pulses And Grains,0.9099999999999984,1.2900000000000011,0.37999999999999984,80.0,103.20000000000007,30.399999999999988
Bran Crackers Mal,Snacks,Biscuits,0.9299999999999998,1.799999999999998,0.8699999999999993,93.0,167.3999999999999,80.90999999999998
Brazils Raw 375G,Snacks,Dry Fruits And Nuts,8.800000000000004,12.0,3.200000000000001,25.0,300.0,80.00000000000003
Bread Crumbs 500G,Breads & Bakery,Toast,1.399999999999999,2.489999999999999,1.0900000000000012,47.0,117.02999999999994,51.230000000000054
Breadfruit In Brine Serendib,Pantry Staples,Condiments,2.85,3.9900000000000007,1.14,5.0,19.950000000000003,5.699999999999999
Brinjal Moju Serendib 250G,Pantry Staples,Pickle,2.9500000000000015,3.989999999999999,1.0399999999999994,33.0,131.66999999999993,34.31999999999998
Brinjal Pickle 400G,Pantry Staples,Pickle,3.95,5.2,1.25,4.0,20.8,5.0
Brinjol Moju Deran,Pantry Staples,Pickle,4.0,5.990000000000001,1.99,8.0,47.92000000000001,15.92
Briyani Masala 200G,Pantry Staples,Spices,2.25,3.0,0.75,10.0,30.0,7.5
Broad Beans 500G,Pantry Staples,Pulses And Grains,1.7999999999999985,2.489999999999999,0.6900000000000004,46.0,114.53999999999995,31.740000000000016
Broccoli,Fresh Produce,Other Vegies,0.0,3.5,3.5,2544.839999999994,8906.939999999986,8906.939999999986
Broccoli Chinese,Fresh Produce,Asian Vegies,0.0,1.8000000000000063,1.8000000000000063,206.0,370.80000000000115,370.80000000000115
Broccoli Chinese 2 For 3.40,Fresh Produce,Deals,0.9900000000000069,3.4000000000000434,2.4100000000000246,735.0,2499.0000000000277,1771.3500000000165
Broccolini,Fresh Produce,Bunch Vegies,0.0,1.5,1.5,591.0,886.5,886.5
Brown Onion 1Kg,Pantry Staples,Condiments,1.5,1.2000000000000002,-0.30000000000000004,132.0,158.40000000000012,-39.60000000000003
Brown Rice1Kg,Pantry Staples,Rice,0.0,3.6272727270000003,3.6272727270000003,9.0,32.645454543,32.645454543
Bruschetta Ai Peperoni,Pantry Staples,Condiments,4.0,4.99,0.99,1.0,4.99,0.99
Bruschetta Al Pomodoro,Pantry Staples,Condiments,4.0,4.99,0.99,4.0,19.96,3.96
Bruschetta All Aglio,Pantry Staples,Condiments,4.0,4.99,0.99,2.0,9.98,1.98
Bruschetta Alle Verdure,Pantry Staples,Pickle,4.0,4.99,0.9899999999999999,3.0,14.97,2.9699999999999998
Brushed Potatoes 5Kg Bag,Fresh Produce,Potatoes,4.5,4.989999999999927,0.49000000000000443,669.0,3338.309999999953,327.81000000000284
Brussels Sprouts,Fresh Produce,Other Vegies,0.0,4.989999999999867,4.989999999999867,387.844,1935.3415600000008,1935.3415600000008
Bucatini No.6,Pantry Staples,Pasta,0.0,1.2000000000000015,1.2000000000000015,88.0,105.6000000000001,105.6000000000001
Bunch Roses,Flowers,Flowers,8.0,9.0,1.0,324.0,2916.0,324.0
Buriyani Mix La,Pantry Staples,Spices,3.3500000000000005,4.990000000000001,1.6400000000000001,9.0,44.91000000000001,14.760000000000002
Butter Beans,Fresh Produce,Other Vegies,0.0,6.990000000000006,6.990000000000006,27.442,191.81958000000006,191.81958000000006
Butter Beans 400G,Pantry Staples,Grains And Pulses,0.9099999999999981,1.290000000000002,0.3799999999999997,93.0,119.97000000000017,35.34
Cabbage  Quater Green,Fresh Produce,Cut Veggies,0.0,1.7,1.7,22.0,37.4,37.4
Cabbage Drumhead,Fresh Produce,Cabbages,2.0,3.5,1.5,2.0,7.0,3.0
Cabbage Green,Fresh Produce,Cabbages,0.0,4.989999999999943,4.989999999999943,668.0,3333.3199999999515,3333.3199999999515
Cabbage Half,Fresh Produce,Cut Veggies,0.0,3.0,3.0,978.0,2934.0,2934.0
Cabbage Quater,Fresh Produce,Cut Veggies,0.0,1.7000000000000064,1.7000000000000064,1374.0,2335.8000000000084,2335.8000000000084
Cabbage Red,Fresh Produce,Cabbages,0.0,4.5,4.5,111.0,499.5,499.5
Cabbage Red Half,Fresh Produce,Cut Veggies,0.0,2.700000000000021,2.700000000000021,422.0,1139.400000000009,1139.400000000009
Cabbage Savoy,Fresh Produce,Cabbages,0.0,4.990000000000007,4.990000000000007,277.0,1382.230000000002,1382.230000000002
Cabbage Wombok,Fresh Produce,Cabbages,3.75,1.5,-2.25,937.6640000000001,1406.4959999999992,-2109.7439999999997
Calypso Mango,Fresh Produce,Fruits,0.0,1.5,1.5,418.0,627.0,627.0
Candy Gem Plum,Fresh Produce,Stonefruits,0.0,4.990000000000007,4.990000000000007,116.10599999999998,579.36894,579.36894
Candy Melon,Fresh Produce,Melons,0.0,4.0,4.0,58.0,232.0,232.0
Cannelini Beans 400G,Pantry Staples,Grains And Pulses,0.0,1.290000000000001,1.290000000000001,131.0,168.99000000000007,168.99000000000007
Cannellini Beans 1Kg,Snacks,Dry Fruits And Nuts,4.199999999999993,5.4900000000000055,1.290000000000002,86.0,472.14000000000044,110.94000000000017
Cannellini Beans 500G,Pantry Staples,Grains And Pulses,2.1999999999999966,3.2900000000000027,1.0900000000000023,100.0,329.00000000000034,109.00000000000024
Capsicum Green,Fresh Produce,Capsicum,0.0,4.989999999999815,4.989999999999815,1042.9999999999982,5204.570000000013,5204.570000000013
Capsicum Red,Fresh Produce,Capsicum,0.0,4.990000000000687,4.990000000000687,2407.5209999999925,12013.52979000001,12013.52979000001
Capsicum Yellow,Fresh Produce,Capsicum,0.0,6.5,6.5,152.95599999999982,994.2139999999999,994.2139999999999
Captain Jack Mackerel 800G,Pantry Staples,Canned Fish,7.0,8.699999999999996,1.7000000000000008,33.0,287.09999999999985,56.10000000000002
Captain Jack Mackerl 400G,Pantry Staples,Canned Fish,3.5,4.49,0.9899999999999999,19.0,85.31,18.81
Cardamom Green 100G,Pantry Staples,Spides,3.8000000000000043,4.990000000000005,1.1899999999999988,64.0,319.3600000000003,76.15999999999993
Cardamon Pods 100G,Pantry Staples,Grains And Pulses,3.8,4.99,1.19,1.0,4.99,1.19
Cardmon Pods 200G,Pantry Staples,Spices,7.200000000000002,9.5,2.3,16.0,152.0,36.8
Carrots,Fresh Produce,Carrots,0.0,1.6999999999998836,1.6999999999998836,2124.9780000000032,3612.46260000001,3612.46260000001
Carrots 1Kg,Fresh Produce,Carrots,0.8000000000000234,1.4899999999998719,0.6900000000000424,3638.0,5420.619999999555,2510.2200000001517
Carrots Dutch,Fresh Produce,Root Vegies,0.0,3.0,3.0,101.0,303.0,303.0
Cashew Curry Seran,Pantry Staples,Sauce,4.95,5.95,1.0,6.0,35.7,6.0
Cashew Nuts 200G,Pantry Staples,Sauce,4.759999999999999,5.799999999999999,1.04,7.0,40.599999999999994,7.28
Cashews Natural 375,Snacks,Dry Fruits And Nuts,6.870000000000004,8.990000000000006,2.120000000000001,55.0,494.4500000000003,116.60000000000008
Cashews Salted375G,Snacks,Dry Fruits And Nuts,7.75,9.081818182000005,1.331818182000003,102.0,926.3454545640005,135.8454545640003
Cauliflower,Fresh Produce,Other Vegies,2.0,2.9899999999998412,0.9899999999999606,2787.136,8333.536639999584,2759.264639999874
Cauliflower Half,Fresh Produce,Cut Veggies,0.0,2.0,2.0,1290.0,2580.0,2580.0
Celeriac,Fresh Produce,Root Vegies,0.0,6.0,6.0,86.0,516.0,516.0
Celery,Fresh Produce,Bunch Vegies,0.0,2.989999999999847,2.989999999999847,2496.0,7463.039999999633,7463.039999999633
Celery Half,Fresh Produce,Cut Veggies,0.0,1.900000000000057,1.900000000000057,1706.0,3241.400000000097,3241.400000000097
Celery Pieces,Fresh Produce,Other Vegies,2.0,4.900000000000062,2.900000000000046,150.24799999999988,736.2152000000003,435.7192000000002
Chanacur Hot,Snacks,Packaged Snacks,1.75,2.75,1.0,20.0,55.0,20.0
Channa Dhall 1Kg,Pantry Staples,Grains And Pulses,2.1100000000000003,4.490000000000004,2.3799999999999977,66.0,296.34000000000026,157.07999999999987
Cheese Buttons 215G Mun,Snacks,Packaged Snacks,3.5,4.090909091,0.5909090910000002,22.0,90.00000000200001,13.000000002000004
Cherries,Fresh Produce,Other Fruits,0.0,15.990000000000393,15.990000000000393,1113.2929999999992,17801.555070000013,17801.555070000013
Cherry 500G,Fresh Produce,Fruits,9.5,9.5,0.0,10.0,95.0,0.0
Cherry Truss Tomato,Fresh Produce,Tomatoes,3.5,3.0,-0.5,2.0,6.0,-1.0
Chest Nuts,Snacks,Dry Fruits And Nuts,8.989999999999858,9.0,0.009999999999999851,432.92799999999943,3896.3520000000017,4.329280000000002
Chia Seeds 250G,Pantry Staples,Grains And Pulses,4.5,5.99,1.4899999999999998,15.0,89.84999999999998,22.349999999999994
Chick Pea Flour 1Kg Pattu,Pantry Staples,Flour,2.5,3.99,1.4900000000000004,40.0,159.6,59.600000000000016
Chick Peas 1Kg Pattu,Pantry Staples,Grains And Pulses,2.1999999999999935,3.990000000000007,1.79,175.0,698.2500000000011,313.2500000000002
Chick Peas 400G,Pantry Staples,Grains And Pulses,0.9099999999999971,1.290000000000004,0.3799999999999989,432.0,557.280000000001,164.15999999999943
Chick Peas R & S,Pantry Staples,Grains And Pulses,2.900000000000003,4.990000000000005,2.0900000000000025,74.0,369.26000000000033,154.66000000000017
Chicken Curry Mix La,Pantry Staples,Spices,3.100000000000001,3.9900000000000015,0.8900000000000001,11.0,43.890000000000015,9.790000000000001
Chicken Masala 200G,Pantry Staples,Spices,1.85,2.5,0.6500000000000001,11.0,27.5,7.150000000000001
Chicken Masala 50G,Pantry Staples,Spices,2.0,2.5,0.5,12.0,30.0,6.0
Chickory,Fresh Produce,Bunch Vegies,2.0,2.799999999999998,0.8000000000000005,58.0,162.39999999999995,46.400000000000006
Chickpeas Large 500G,Pantry Staples,Grains And Pulses,2.5,3.490000000000006,0.9899999999999995,160.0,558.400000000001,158.39999999999998
Chikpea Double Roasted 400G,Snacks,Packaged Snacks,3.5,4.990000000000001,1.4899999999999998,13.0,64.87000000000002,19.369999999999997
Chili Rice Snak,Snacks,Packaged Snacks,2.7999999999999985,4.536363636000003,1.7363636359999985,46.0,208.67272725600012,79.87272725599993
Chilli Birdseye,Fresh Produce,Chillies,0.0,18.0,18.0,9.827999999999992,176.9040000000001,176.9040000000001
Chilli Cashew 200G,Snacks,Dry Fruits And Nuts,1.920000000000001,8.5,6.579999999999999,19.0,161.5,125.01999999999998
Chilli Checkpes 300G,Pantry Staples,Grains And Pulses,1.8000000000000003,3.990000000000001,2.1900000000000004,13.0,51.87000000000002,28.47
Chilli Crushed 250G Kandyan,Pantry Staples,Spices,2.0,3.9900000000000007,1.9899999999999998,20.0,79.8,39.8
Chilli Green,Fresh Produce,Chillies,0.0,12.0,12.0,187.04800000000063,2244.576000000002,2244.576000000002
Chilli Green Long Bullhorm,Fresh Produce,Chillies,4.5,6.990000000000008,2.490000000000007,95.018,664.1758200000002,236.59481999999988
Chilli Jalapeno,Fresh Produce,Chillies,0.0,10.0,10.0,1.4000000000000004,14.0,14.0
Chilli Paste Veg,Pantry Staples,Spices,4.200000000000001,5.990000000000001,1.7899999999999996,10.0,59.90000000000001,17.899999999999995
Chilli Pieces Sera,Pantry Staples,Spices,1.6000000000000005,2.6000000000000005,1.0,26.0,67.60000000000001,26.0
Chilli Powder Unr 200G,Pantry Staples,Spices,2.2,3.181818182,0.981818182,4.0,12.727272728,3.927272728
Chilli Red,Fresh Produce,Chillies,0.0,25.0,25.0,39.80999999999995,995.2499999999993,995.2499999999993
Chilli Red Long Bullhorn,Fresh Produce,Chillies,3.5,5.989999999999998,2.4900000000000073,136.39299999999986,816.9940700000002,339.6185700000001
Chilli Yellow Long,Fresh Produce,Chillies,3.0,7.0,4.0,450.41999999999945,3152.9399999999932,1801.6799999999978
Chinese Chilli Paste 300G,Pantry Staples,Spices,4.25,5.989999999999999,1.74,3.0,17.97,5.22
Chives,Fresh Produce,Herbs,0.0,3.5,3.5,101.0,353.5,353.5
Chocolate Almond Bread,Breads & Bakery,Sweet Bread,4.95,5.909090909,0.959090909,5.0,29.545454545,4.795454545
Chocolate Biscuit 200G,Snacks,Biscuits,1.1000000000000003,2.0,0.8999999999999998,28.0,56.0,25.19999999999999
Chocolate Cream Bis 2 For 5.50,Snacks,Biscuits,3.759999999999996,5.0,1.2399999999999984,84.0,420.0,104.15999999999988
Chocolate M,Snacks,Dry Fruits And Nuts,3.75,5.0,1.25,3.0,15.0,3.75
Chokoes,Fresh Produce,Asian Vegies,1.5,3.990000000000005,2.490000000000003,60.544000000000004,241.57055999999997,150.75456
Choy Sum,Fresh Produce,Asian Vegies,0.0,1.199999999999997,1.199999999999997,169.0,202.79999999999953,202.79999999999953
Choy Sum 2 For $ 1.99,Fresh Produce,Deals,2.0,1.9900000000000078,-0.00999999999999985,748.0,1488.520000000006,-7.4799999999998885
Christmas Cake 600G,Breads & Bakery,Cake,10.0,14.0,4.0,7.0,98.0,28.0
Cic Red Lit Basmathi 5Kg,Pantry Staples,Rice,13.0,17.0,4.0,11.0,187.0,44.0
Cinnamon 15G,Pantry Staples,Spices,0.8000000000000004,1.2999999999999992,0.5,42.0,54.59999999999998,21.0
Cinnamon 50G Kandyan,Pantry Staples,Spices,2.3,3.5,1.2,1.0,3.5,1.2
Cinnamon Powder 250G,Pantry Staples,Spices,2.0,3.4899999999999993,1.49,29.0,101.20999999999998,43.21
Cinnamon Quills100G,Pantry Staples,Spices,2.7999999999999985,3.9899999999999993,1.1899999999999997,35.0,139.64999999999998,41.64999999999999
Clapp Pears,Fresh Produce,Pears,0.0,2.9900000000000007,2.9900000000000007,15.835999999999999,47.34964000000001,47.34964000000001
Clove Whole 100G,Pantry Staples,Spices,2.4,4.5,2.1,7.0,31.5,14.7
Cloves 200G,Pantry Staples,Spices,4.0,5.989999999999999,1.9899999999999993,16.0,95.83999999999999,31.83999999999999
Cloves Whole 30G,Pantry Staples,Spices,1.1999999999999997,2.990000000000001,1.7899999999999996,18.0,53.82000000000002,32.21999999999999
Coca Cola 1.25L,Beverages,Soda,1.0,2.5,1.5,3.0,7.5,4.5
